"項目","2001_平成13年度","2002_平成14年度","2003_平成15年度","2004_平成16年度","2005_平成17年度","2006_平成18年度","2007_平成19年度","2008_平成20年度","2009_平成21年度","2010_平成22年度","2011_平成23年度","2012_平成24年度","2012_平成25年度"
"","","","","","","","","","","","","",""
"3.総資本形成_(1)総固定資本形成","－","4.0240939211641376","-3.6448327899248625","-0.5452061310170251","-4.257055539576058","2.7581241819094373","8.063605832661963","-12.105727643900224","-0.4730230703789857","-3.1360987352331335","4.466289940349171","15.313934194503148","7.85162666598049"
"","","","","","","","","","","","","",""
"3.総資本形成_(1)総固定資本形成_a．民間","－","8.583526948073157","-5.560032028129896","5.858127365541321","-2.895605139107019","13.105062514564807","11.237893319863218","-10.138019215787779","-13.480091628911566","0.17273121119214352","4.172475292776227","15.336848223923383","-3.486884889480649"
"","","","","","","","","","","","","",""
"3.総資本形成_(1)総固定資本形成_(a)住宅","－","-7.198726793200976","0.3756244393469075","3.7912343588489534","-4.5734222481455475","0.47054491184906055","-7.4078364088370705","-0.20715247243494161","-20.76480761635605","2.0258731300179704","2.721551896827748","4.988369682444144","15.424177536062615"
"3.総資本形成_(1)総固定資本形成_(b)企業設備","－","13.545697737838609","-7.085330009035076","6.431910666676515","-2.4413881795640435","16.450717315384054","15.497783849484989","-11.956910699522467","-11.967797027571947","-0.17353411435057353","4.449558006014769","17.280401352383024","-6.666331890074247"
"","","","","","","","","","","","","",""
"3.総資本形成_(1)総固定資本形成_b．公的","－","-2.633241682943506","-0.5262534076093459","-10.444319996187119","-6.744899248940612","-16.92977700418028","-0.16015526043477735","-17.78553796134625","40.564419103415815","-9.561732231306536","5.098282878575276","15.265080477501144","32.04088287443702"
"","","","","","","","","","","","","",""
"3.総資本形成_(1)総固定資本形成_(a)住宅","－","34.92105967353493","-35.41253470844903","-17.503454629203134","-21.328866554997205","10.456588597113807","-30.88455772113943","-2.8199566160520675","61.192602040816325","-14.698318496538079","9.04452690166977","-57.868991918332625","18.52599697122666"
"3.総資本形成_(1)総固定資本形成_(b)企業設備","－","4.784141289337882","33.350673672163566","-2.014251905021979","-14.355101986649501","-44.77500929713648","3.055555555555543","-55.53649704593101","338.3932398505909","-45.069419225074725","0.9408294555903041","26.921429830969586","-6.075341378215299"
"3.総資本形成_(1)総固定資本形成_(c)一般政府","－","-5.058131553659493","-6.465055407875369","-12.831712837262032","-3.780989104930981","-8.98436207768394","-0.01038475517938764","-10.836059614685567","11.860596495110755","3.809067621883912","5.832965533844245","14.701868122494233","40.086019906047426"
"","","","","","","","","","","","","",""
"3.総資本形成_(2)在庫品増加","－","-655.9767821512788","28.50477961567323","-65.70229077302182","27.420687376074028","72.38474672737621","98.48859576806815","47032.72727272727","-165.30624104133577","49.612931929408276","384.1123145749941","33.87133533616492","-135.74822404160153"
"","","","","","","","","","","","","",""
"3.総資本形成_(2)在庫品増加_a．民間企業","－","-525.6002233389167","138.9832732043293","-394.9099781255258","107.3060793655322","-359.9375244045295","122.90821691452607","3333.44262295082","-164.0985485103132","49.78845122459925","388.60075955376215","33.84393954970699","-135.06106459789538"
"3.総資本形成_(2)在庫品増加_b．公的","－","90.24833434282253","-20893.78881987578","96.27514792899409","-2196.7434471803017","97.8524000553327","-163.2850241545894","55.10703363914373","79.15531335149863","11.111111111111114","-172.05882352941177","-30.27027027027026","42.946058091286304"
"3.総資本形成_(2)在庫品増加_（公的企業・一般政府）","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"4.財貨･ｻｰﾋﾞｽの移出入(純)・統計上の不突合_(2)在庫品増加","－","6.322983625382889","17.90558126938126","-80.92140702003624","32.2782942177041","-17.91874000504521","-98.54547397931458","-16.332530199335025","19.50438275397258","60.94364141492631","-63.59478676796135","-40.23507196390122","-17.830034386013025"
"","","","","","","","","","","","","",""
"4.財貨･ｻｰﾋﾞｽの移出入(純)・統計上の不突合_(1)財貨・サ－ビスの移出入(純)","－","25.418786029882455","-2.3364429426965216","55.653722822443854","4.593742483402735","34.92979695976473","-34.93286233266721","-141.71427607878022","-94.95397896679629","69.88308736544577","-250.86346725640257","-55.26851564386885","-12.103316974223247"
"4.財貨･ｻｰﾋﾞｽの移出入(純)・統計上の不突合_(2)統計上の不突合","－","-4322.0183900013535","95.28873720155079","-11422.071732097396","41.126385068417726","-45.29040422007972","-113.30106775646794","2.0655488704243794","60.95705200864489","44.777548151321675","121.09989549963998","286.78538728647413","-19.87212139831577"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"5.(1+2+3+4)県内総生産(支出側､市場価格)_(2)統計上の不突合","－","-1.3726698395339696","-0.5108327587313966","0.22043322873793159","2.791911073208709","0.8350885354546165","-2.4052659457657626","-3.149306644384666","-4.8694393783431735","5.620118129182686","1.1519954857613186","0.1357799403344302","0.6175240128727637"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"6.県外からの所得(純)","－","-12.773983276861117","-6.475482643074244","28.09444447576186","-2.211085144132241","-6.417157016223953","31.23561551274682","-50.88051330658311","28.567637162407294","26.890418077081833","8.160259665006492","-4.522257379296647","14.770601861110947"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"7.(5+6)県民総所得(市場価格)","－","-1.735693916371389","-0.6794165240627876","0.9622838720511311","2.6229765892247485","0.6017396907831909","-1.398354529221919","-5.050795839340182","-4.180339396631737","6.208290456221491","1.38352792516811","-0.028394168834068978","1.0939309474449601"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"(1+2+3)(参考)県内需要(注)","－","-1.615916994924504","-1.3246772042486867","3.3617164979893914","0.40246695706007074","1.6201845578708998","2.9781065532266524","-1.1462652881463384","-6.640197135436708","-1.3240185215349243","3.7303523006855954","2.747105515402552","2.1473977091747827"
